verbobl;verb;case;isikumäärus;aja-kohamäärus;muu;deprel
paisutama - all (kellele/millele);paisutama;all (kellele/millele);mitte kunagi;alati;muu;obl
orienteeruma ümber - all (kellele/millele);orienteeruma ümber;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
riputama külge - all (kellele/millele);riputama külge;all (kellele/millele);vahel;vahel;mitte kunagi;obl
rääkima ära - all (kellele/millele);rääkima ära;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
sahkerdama - all (kellele/millele);sahkerdama;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
saama täis - all (kellele/millele);saama täis;all (kellele/millele);vahel;vahel;muu;obl
võtma ära - all (kellele/millele);võtma ära;all (kellele/millele);vahel;vahel;muu;obl
taganema - all (kellele/millele);taganema;all (kellele/millele);vahel;vahel;muu;obl
jutlustama - all (kellele/millele);jutlustama;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
jälgima - all (kellele/millele);jälgima;all (kellele/millele);mitte kunagi;vahel;muu;obl
vedelema - all (kellele/millele);vedelema;all (kellele/millele);vahel;mitte kunagi;muu ja pole kindel;obl
pelgama - all (kellele/millele);pelgama;all (kellele/millele);vahel;vahel;muu;obl
nõudma tagasi - all (kellele/millele);nõudma tagasi;all (kellele/millele);alati;mitte kunagi;muu;obl
kogunema kokku - all (kellele/millele);kogunema kokku;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
kohanema - all (kellele/millele);kohanema;all (kellele/millele);mitte kunagi;mitte kunagi;muu;obl
kohanduma - all (kellele/millele);kohanduma;all (kellele/millele);vahel;vahel;muu;obl
kohendama - all (kellele/millele);kohendama;all (kellele/millele);vahel;vahel;muu;obl
kohama - all (kellele/millele);kohama;all (kellele/millele);vahel;vahel;muu ja vaieldav märgendus;obl
kohalduma - all (kellele/millele);kohalduma;all (kellele/millele);vahel;vahel;muu;obl
kohaldama - all (kellele/millele);kohaldama;all (kellele/millele);mitte kunagi;vahel;muu;obl
kohandama - all (kellele/millele);kohandama;all (kellele/millele);mitte kunagi;vahel;muu;obl
seletama lahti - all (kellele/millele);seletama lahti;all (kellele/millele);vahel;vahel;mitte kunagi;obl
müüma kokku - all (kellele/millele);müüma kokku;all (kellele/millele);alati;mitte kunagi;muu;obl
kogema - all (kellele/millele);kogema;all (kellele/millele);vahel;vahel;muu;obl
kobima - all (kellele/millele);kobima;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
koguma kokku - all (kellele/millele);koguma kokku;all (kellele/millele);vahel;vahel;muu;obl
tükkima - all (kellele/millele);tükkima;all (kellele/millele);mitte kunagi;vahel;muu;obl
veenma - all (kellele/millele);veenma;all (kellele/millele);vahel;vahel;muu;obl
ravima - all (kellele/millele);ravima;all (kellele/millele);vahel;mitte kunagi;muu ja vaieldav märgendus;obl
veenduma - all (kellele/millele);veenduma;all (kellele/millele);vahel;mitte kunagi;muu;obl
juhtima tagasi - all (kellele/millele);juhtima tagasi;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
sõnastama - all (kellele/millele);sõnastama;all (kellele/millele);alati;mitte kunagi;muu;obl
julgustama - all (kellele/millele);julgustama;all (kellele/millele);mitte kunagi;vahel;muu;obl
juhendama - all (kellele/millele);juhendama;all (kellele/millele);vahel;vahel;muu;obl
veetma - all (kellele/millele);veetma;all (kellele/millele);vahel;mitte kunagi;muu;obl
juhinduma - all (kellele/millele);juhinduma;all (kellele/millele);vahel;vahel;muu;obl
juhatama tagasi - all (kellele/millele);juhatama tagasi;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
juhatama sisse - all (kellele/millele);juhatama sisse;all (kellele/millele);vahel;vahel;muu;obl
juhtima otsa - all (kellele/millele);juhtima otsa;all (kellele/millele);alati;mitte kunagi;muu;obl
realiseeruma - all (kellele/millele);realiseeruma;all (kellele/millele);vahel;mitte kunagi;muu;obl
realiseerima - all (kellele/millele);realiseerima;all (kellele/millele);vahel;vahel;muu;obl
nõudma välja - all (kellele/millele);nõudma välja;all (kellele/millele);vahel;vahel;muu;obl
reastama - all (kellele/millele);reastama;all (kellele/millele);vahel;vahel;muu;obl
peletama - all (kellele/millele);peletama;all (kellele/millele);vahel;alati;mitte kunagi;obl
järelduma - all (kellele/millele);järelduma;all (kellele/millele);alati;mitte kunagi;muu;obl
vedama välja - all (kellele/millele);vedama välja;all (kellele/millele);vahel;vahel;muu;obl
järgima - all (kellele/millele);järgima;all (kellele/millele);vahel;mitte kunagi;muu;obl
sugenema - all (kellele/millele);sugenema;all (kellele/millele);vahel;vahel;muu;obl
ratifitseerima - all (kellele/millele);ratifitseerima;all (kellele/millele);vahel;vahel;muu;obl
ratsutama - all (kellele/millele);ratsutama;all (kellele/millele);mitte kunagi;alati;vaieldav märgendus;obl
jutustama ümber - all (kellele/millele);jutustama ümber;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
põletama - all (kellele/millele);põletama;all (kellele/millele);mitte kunagi;vahel;muu;obl
koitma - all (kellele/millele);koitma;all (kellele/millele);vahel;vahel;muu;obl
kolima ära - all (kellele/millele);kolima ära;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
kirjutama tagasi - all (kellele/millele);kirjutama tagasi;all (kellele/millele);vahel;vahel;muu ja vaieldav märgendus;obl
kirjutama sisse - all (kellele/millele);kirjutama sisse;all (kellele/millele);vahel;alati;muu;obl
kirjutama välja - all (kellele/millele);kirjutama välja;all (kellele/millele);alati;mitte kunagi;muu;obl
kirjutama vastu - all (kellele/millele);kirjutama vastu;all (kellele/millele);alati;mitte kunagi;muu ja vaieldav märgendus;obl
kirjutama valmis - all (kellele/millele);kirjutama valmis;all (kellele/millele);alati;vahel;vaieldav märgendus;obl
taastama - all (kellele/millele);taastama;all (kellele/millele);vahel;vahel;muu;obl
pihustama - all (kellele/millele);pihustama;all (kellele/millele);vahel;alati;muu;obl
klikkima - all (kellele/millele);klikkima;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
klikkama - all (kellele/millele);klikkama;all (kellele/millele);vahel;alati;mitte kunagi;obl
spurtima - all (kellele/millele);spurtima;all (kellele/millele);mitte kunagi;vahel;muu;obl
uhama - all (kellele/millele);uhama;all (kellele/millele);vahel;vahel;mitte kunagi;obl
põrkama - all (kellele/millele);põrkama;all (kellele/millele);mitte kunagi;alati;muu;obl
kleepuma külge - all (kellele/millele);kleepuma külge;all (kellele/millele);alati;vahel;mitte kunagi;obl
kleepima külge - all (kellele/millele);kleepima külge;all (kellele/millele);alati;vahel;mitte kunagi;obl
kleepuma - all (kellele/millele);kleepuma;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
müüma tagasi - all (kellele/millele);müüma tagasi;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
klõpsama - all (kellele/millele);klõpsama;all (kellele/millele);vahel;alati;muu ja vaieldav märgendus;obl
tüürima - all (kellele/millele);tüürima;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
müüma ära - all (kellele/millele);müüma ära;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
naalduma - all (kellele/millele);naalduma;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
klammerduma - all (kellele/millele);klammerduma;all (kellele/millele);vahel;alati;mitte kunagi;obl
uhtuma - all (kellele/millele);uhtuma;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
klappima - all (kellele/millele);klappima;all (kellele/millele);vahel;vahel;muu;obl
kirjutama üles - all (kellele/millele);kirjutama üles;all (kellele/millele);vahel;vahel;mitte kunagi;obl
kirjutama ära - all (kellele/millele);kirjutama ära;all (kellele/millele);vahel;vahel;mitte kunagi;obl
kirjutama ette - all (kellele/millele);kirjutama ette;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
kisendama - all (kellele/millele);kisendama;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
kolima ümber - all (kellele/millele);kolima ümber;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
kolima üle - all (kellele/millele);kolima üle;all (kellele/millele);mitte kunagi;vahel;muu;obl
kolima tagasi - all (kellele/millele);kolima tagasi;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
tagama võidu - all (kellele/millele);tagama võidu;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
piiluma - all (kellele/millele);piiluma;all (kellele/millele);vahel;alati;mitte kunagi;obl
kohtama - all (kellele/millele);kohtama;all (kellele/millele);vahel;vahel;muu ja vaieldav märgendus;obl
kohtlema - all (kellele/millele);kohtlema;all (kellele/millele);mitte kunagi;mitte kunagi;muu;obl
seletama ära - all (kellele/millele);seletama ära;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
kohustama - all (kellele/millele);kohustama;all (kellele/millele);vahel;mitte kunagi;muu;obl
kohustuma - all (kellele/millele);kohustuma;all (kellele/millele);vahel;vahel;muu;obl
töötama välja - all (kellele/millele);töötama välja;all (kellele/millele);vahel;mitte kunagi;muu;obl
töötlema - all (kellele/millele);töötlema;all (kellele/millele);vahel;mitte kunagi;muu;obl
ujuma - all (kellele/millele);ujuma;all (kellele/millele);mitte kunagi;vahel;muu;obl
sekkuma - all (kellele/millele);sekkuma;all (kellele/millele);vahel;vahel;muu;obl
naeratama vastu - all (kellele/millele);naeratama vastu;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
naerma - all (kellele/millele);naerma;all (kellele/millele);alati;mitte kunagi;muu ja vaieldav märgendus;obl
põrkuma tagasi - all (kellele/millele);põrkuma tagasi;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
kiruma - all (kellele/millele);kiruma;all (kellele/millele);vahel;vahel;muu;obl
taastuma - all (kellele/millele);taastuma;all (kellele/millele);vahel;vahel;muu;obl
uisutama - all (kellele/millele);uisutama;all (kellele/millele);vahel;alati;mitte kunagi;obl
naelutama - all (kellele/millele);naelutama;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
kirjutama peale - all (kellele/millele);kirjutama peale;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
kirjutama juurde - all (kellele/millele);kirjutama juurde;all (kellele/millele);mitte kunagi;alati;muu;obl
nõutama - all (kellele/millele);nõutama;all (kellele/millele);vahel;mitte kunagi;vaieldav märgendus;obl
jooksma vastu - all (kellele/millele);jooksma vastu;all (kellele/millele);vahel;alati;muu ja vaieldav märgendus;obl
jooma - all (kellele/millele);jooma;all (kellele/millele);mitte kunagi;vahel;muu;obl
venitama - all (kellele/millele);venitama;all (kellele/millele);vahel;vahel;muu;obl
sõitma tagasi - all (kellele/millele);sõitma tagasi;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
reguleerima - all (kellele/millele);reguleerima;all (kellele/millele);vahel;mitte kunagi;muu;obl
istuma tagasi - all (kellele/millele);istuma tagasi;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
olema kinni - all (kellele/millele);olema kinni;all (kellele/millele);vahel;mitte kunagi;muu;obl
viima ette - all (kellele/millele);viima ette;all (kellele/millele);vahel;vahel;muu;obl
viima edasi - all (kellele/millele);viima edasi;all (kellele/millele);mitte kunagi;alati;muu;obl
olema juurde, vaja - all (kellele/millele);olema juurde, vaja;all (kellele/millele);alati;vahel;mitte kunagi;obl
jagama kokku - all (kellele/millele);jagama kokku;all (kellele/millele);alati;mitte kunagi;muu;obl
viigistama - all (kellele/millele);viigistama;all (kellele/millele);mitte kunagi;mitte kunagi;muu;obl
peituma - all (kellele/millele);peituma;all (kellele/millele);vahel;vahel;muu;obl
registreeruma kokku - all (kellele/millele);registreeruma kokku;all (kellele/millele);mitte kunagi;alati;muu;obl
viima kokku - all (kellele/millele);viima kokku;all (kellele/millele);mitte kunagi;vahel;muu ja vaieldav märgendus;obl
sõitma tagant - all (kellele/millele);sõitma tagant;all (kellele/millele);alati;mitte kunagi;muu;obl
olema kokku - all (kellele/millele);olema kokku;all (kellele/millele);vahel;vahel;muu ja vaieldav märgendus;obl
sõitma tagant, otsa - all (kellele/millele);sõitma tagant, otsa;all (kellele/millele);alati;mitte kunagi;muu;obl
istuma maha - all (kellele/millele);istuma maha;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
sõitma tagant, sisse - all (kellele/millele);sõitma tagant, sisse;all (kellele/millele);alati;mitte kunagi;muu;obl
viima kaasa - all (kellele/millele);viima kaasa;all (kellele/millele);vahel;vahel;muu ja vaieldav märgendus;obl
viibima - all (kellele/millele);viibima;all (kellele/millele);vahel;mitte kunagi;muu;obl
jalutama - all (kellele/millele);jalutama;all (kellele/millele);vahel;alati;mitte kunagi;obl
jooksma tagasi - all (kellele/millele);jooksma tagasi;all (kellele/millele);vahel;alati;mitte kunagi;obl
ohkama - all (kellele/millele);ohkama;all (kellele/millele);alati;mitte kunagi;muu;obl
jootma sisse - all (kellele/millele);jootma sisse;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
peksma - all (kellele/millele);peksma;all (kellele/millele);vahel;vahel;mitte kunagi;obl
suhtlema - all (kellele/millele);suhtlema;all (kellele/millele);vahel;mitte kunagi;muu;obl
jooksma kokku - all (kellele/millele);jooksma kokku;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
jooksma järele - all (kellele/millele);jooksma järele;all (kellele/millele);alati;vahel;mitte kunagi;obl
vestma - all (kellele/millele);vestma;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
jooksma ette - all (kellele/millele);jooksma ette;all (kellele/millele);vahel;alati;mitte kunagi;obl
jooksma otsa - all (kellele/millele);jooksma otsa;all (kellele/millele);vahel;vahel;mitte kunagi;obl
ohustama - all (kellele/millele);ohustama;all (kellele/millele);vahel;vahel;muu;obl
jooksma peale - all (kellele/millele);jooksma peale;all (kellele/millele);vahel;vahel;muu;obl
ohverdama - all (kellele/millele);ohverdama;all (kellele/millele);vahel;vahel;muu;obl
vestlema - all (kellele/millele);vestlema;all (kellele/millele);vahel;vahel;muu;obl
jooksma sisse - all (kellele/millele);jooksma sisse;all (kellele/millele);vahel;vahel;muu;obl
jaotuma - all (kellele/millele);jaotuma;all (kellele/millele);vahel;vahel;muu;obl
refereerima - all (kellele/millele);refereerima;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
jootma - all (kellele/millele);jootma;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
jaotama - all (kellele/millele);jaotama;all (kellele/millele);vahel;mitte kunagi;muu;obl
oksendama - all (kellele/millele);oksendama;all (kellele/millele);vahel;vahel;vaieldav märgendus;obl
vigastama - all (kellele/millele);vigastama;all (kellele/millele);vahel;vahel;muu;obl
reetma - all (kellele/millele);reetma;all (kellele/millele);alati;mitte kunagi;muu;obl
sõitma ära - all (kellele/millele);sõitma ära;all (kellele/millele);mitte kunagi;alati;muu;obl
joonistuma - all (kellele/millele);joonistuma;all (kellele/millele);mitte kunagi;alati;mitte kunagi;obl
venima - all (kellele/millele);venima;all (kellele/millele);mitte kunagi;vahel;muu;obl
joonistama ette - all (kellele/millele);joonistama ette;all (kellele/millele);alati;vahel;mitte kunagi;obl
vehkima - all (kellele/millele);vehkima;all (kellele/millele);vahel;mitte kunagi;muu;obl
rebima - all (kellele/millele);rebima;all (kellele/millele);mitte kunagi;vahel;vaieldav märgendus;obl
jaksama - all (kellele/millele);jaksama;all (kellele/millele);vahel;vahel;muu;obl
jalutama vastu - all (kellele/millele);jalutama vastu;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
jääma edasi - all (kellele/millele);jääma edasi;all (kellele/millele);mitte kunagi;alati;muu;obl
vedama ette - all (kellele/millele);vedama ette;all (kellele/millele);vahel;vahel;mitte kunagi;obl
varustama - all (kellele/millele);varustama;all (kellele/millele);vahel;vahel;muu;obl
jääma lahti - all (kellele/millele);jääma lahti;all (kellele/millele);alati;mitte kunagi;mitte kunagi;obl
jääma kokku - all (kellele/millele);jääma kokku;all (kellele/millele);vahel;vahel;muu;obl
jääma kõrvale - all (kellele/millele);jääma kõrvale;all (kellele/millele);vahel;vahel;muu;obl
varuma - all (kellele/millele);varuma;all (kellele/millele);vahel;vahel;muu;obl
jääma peale - all (kellele/millele);jääma peale;all (kellele/millele);vahel;vahel;muu;obl
jääma pooleli - all (kellele/millele);jääma pooleli;all (kellele/millele);vahel;vahel;muu;obl
varjuma - all (kellele/millele);varjuma;all (kellele/millele);vahel;alati;muu;obl
jääma maha - all (kellele/millele);jääma maha;all (kellele/millele);vahel;vahel;muu;obl
varjutama - all (kellele/millele);varjutama;all (kellele/millele);vahel;vahel;muu;obl
jätma lahti - all (kellele/millele);jätma lahti;all (kellele/millele);alati;mitte kunagi;muu;obl
